2553 1063 15903 4587 350585 183830
2174 19699
552 20761
7234 1221 17053
183830 28562 135744 386063
43481 603299 2920913
82970 350585
160888 326292 140258 628349 507
21859 9452
31984 5093627 38673 1222 30491 5087 30491 5087 30491 5087 30491 5087 30491 5087 30491 5087 30491 5087 30491 5087 109865
208683 183830
51223 141714
456 263903
183830 18033
217 140258 62025
174 1096 217 237 1096 3722648 482646 217 325428 5448 174 64434 2553 135303 1096 64434 4612 2553 14179 174 7306 75221 7306 75221 1096 59832 2553 32590 237 190 3428 158626 237 1096 68331 482646 39397 222165
36093 361272
43481 477957
190 2551
10459 278 4832 1140 183830
12777 215003
490975 103806
11273 22278 11273 2861 237 3173175 34819 938386
1221 170137 156743
74933 16097 57893
2989 17053 15367 3323 3324 191 799 7234 17053 799 7234 17053 799 7234 17053 512284 7327 134140
1370 364727 183830
684 377236 684 164471 49490 377236 684 377236 11326 183830 11326
350568 372034
1196262 183433
54540 183830 91894 5448 32525 140258 32525 38320 140258 125612 278 10617 140258 62025 38320
21776 33991
959 183830
382573 93598 164007 93598 355259 140596
2101181 259956 1913 160741 6169 47437 990
1347 259049 351636 259049
6289 6288 350585
377236 55708 24420
6001 49342 1913 385 431 1315
10861 13034 10861 13034
190 2872 32590 2551 190 16707 277117 183830 4301 190 21776 2815995 10340 4583 77278 16097 4583 278766 2552 619605 2553 61198 14052 2553 21776 420995 2553 32590 2553 32590 2553 32590 2553 32590 183830 3783 2553 32590 21776 1882112
2610322 110797 4584 2553 901
3783 91843 15901 107003 190 16097 190 16097 190 326292 4583 62002 9621 190 34924 18756 35392 120775 2551 2553 32590 259956 1913 3783 4559 183830 190 3783 190 21776 64205 21776 347788 3783 2553
261446 1913
246806 118750 216278 246806
146155 4758 146155 2648208 14927
25184 23917
5102166 183830
63285 275272 372034 38807
32 25131 13640 200883 16010 200883 4508 378246 42671
21776 394791 45296 498827
42138 21776 88869 43481 265472
3038570 122854 10954630 77447 24 10459 352503
241873 287115
120 166740
67144 5728 7044 122854
