5140 911475
24921 106010
183830 12644
2776498 38299
1347 18610
261725 24759
4674 5435
498326 500183
14724 2480
4032 38320
11706 799
259049 2319152
43481 2920913
95363 3783
259049 42671
23928 4584
690239 66772
8167 1347
55708 109865
94475 160727
1935 4612
1347 7234
4612 1096
4040171 1877367
259049 259049
259049 29800
16011 684194
1096 106010
6003262 2229542
259049 157091
160888 174
190 690239
7548 259049
81181 81181
54540 96176
3751 3835
160727 160727
15371 243
243 444235
81850 1096
4674 350568
2553 13144
94677 63897
3783 4559
33991 394510
1096 45193
54540 140258
59832 5499
201540 382806
502115 502115
47 2806
217 217
8850 459444
78306 8850
2553 2553
278 34526
2553 2806
1063 4584
183830 160888
895515 161458
170540 5102166
7892 1871
13640 127989
2311 40
183830 18033
246806 85180
1063 48206
109865 158058
2553 230928
9311108 6092862
3783 15902
4584 21054
243 38738
2553 237
1221 351551
183830 183830
9519 49487
82798 55708
1096 18033
1096 8167
10459 1910
1096 690239
455941 38673
16097 361398
217 5805
1096 1096
5837 259049
490975 246806
1096 106010
33392 95363
51357 15185
161458 161458
1315 139996
66754 1063
4584 7805
901 33487
157091 11534
59832 1097
2553 1347
8167 18033
4040171 3038570
59898 3247
183830 1096
156743 459444
217 204749
1913 134244
1347 1566959
155031 15981
350585 283991
353247 29191
170137 33581
15371 85180
120775 183830
7234 18610
1063 4584
71882 17720
183830 217
170540 15228
376175 16652
1096 190
1886306 139996
16073 160727
532 54369
17053 351551
1347 1347
2989 637201
2480 2480
8167 140258
100325 16707
7805 1330169
61671 5584
190 259049
2872418 174
359907 628349
29800 1252
64806 4559
2552 21431
10189 161098
9033 961204
4014 277117
22940 23856
259049 221158
2553 4583
1096 18033
183830 3324
4359 13640
1270160 1270160
1097 1097
164471 61498
351636 3247
2553 2551
15371 23875
267051 259049
35363 8027
16010 54223
268889 442882
1347 13120
2553 217
237 190
1580263 1580263
45773 1096
1096 1096
135815 1926
6340 6340
1096 1096
18713 86906
1096 1097
2553 104177
1318 36652
183830 9621
30822 23376
190 7805
89094 1096
11075 356182
7548 227159
35275 5133
5448 1315
1347 1347
15371 599789
106010 59832
14714 4584
1063 37175
10861 12528
249682 66772
97881 112
4583 62002
2618859 109865
7548 259049
103974 6243
1347 373934
14927 62959
243 4612
27714 1875
249682 349
10459 4674
1424841 404
1096 59832
78306 297545
1996 656
1096 1096
419379 419379
3193 190
94677 11
18610 3324
1063 127662
355259 373934
690239 4491
183830 1096
507 19141
183830 32079
183284 183284
193594 59832
8167 1096
22622 4215
1320 18407
23875 1167
11534 157091
33150 2553
183830 14713
122854 3038570
547124 349947
1096 174
259049 112
26096 259049
4674 2618859
217 237
160888 183830
213251 29082
2920913 33
304106 338449
249682 106598
183830 71882
1096 4612
94475 38697
5673 139996
520654 249682
1063 11
2553 183830
266921 160727
5375 36652
799 278
2553 24252
130140 1097
1347 32980
259049 26434170
1096 1096
4167797 183830
1025133 277117
259380 259380
692 259049
57339 4405
37808 3439
1700 190
2553 17068
690239 30491
249682 1424841
23376 79232
8215 154
3403 248810
1914 441518
249682 297545
1096 1097
217 3783
532 355259
106010 1096
78306 33581
27093 5064
7548 1935
62039 2552
2553 190
183830 5805
190 139996
1063 55708
33149 268109
2618859 43481
5093627 7234
1580263 5093627
33581 11184
690239 21827
217 139996
106010 1097
25970 4674
431 3247
43738 2552
349747 15614
57768 782
1096 2553
1913 360072
349947 377403
6243 532
25277 15669
9251 190
26106 1347
62039 2552
53345 144171
1096 15185
81779 140258
23911 2861
1347 1347
204336 183830
2553 22940
259049 3835
3783 2553
961204 1063
400560 94475
481279 15791
690239 5140
372034 32835
55401 30998
4146 3192
1798835 216091
3783 1564084
1097 183830
352 352
1315 60709
610813 35454
33936 6558
355259 25308
1097 431
171101 190
23875 5805
1913 2551
1949054 246806
183830 13782
376175 189838
18033 18033
86979 246806
13640 217
10459 16011
190 183830
57522 200883
22782 12554
17068 144171
663455 259049
57886 2806
16097 3783
4583 551
3783 67726
41973 2553
1096 690239
901 2553
261725 2159986
21469 180456
1996 50523
217 1096
455941 27561
490975 509452
17053 7234
160888 13918
64573 32
32590 2553
109865 10459
1318 490975
3403 3751
376175 355259
183830 183830
799 59244
8167 15185
263903 18033
5448 120775
40701 7502
50897 140258
2553 5481
58304 124592
1913 1256
59832 170540
239461 246806
259049 259049
1347 38673
161458 59898
3403 5395
170540 1913
1320 25972
3914 26278
17995 159493
47 5728
278 816
18407 507
1347 1347
32590 32590
57321 57321
62002 278
2553 2552
1209747 121413
7328 124592
243 635
39535 3193
183830 1927
30803 259049
263903 25277
1096 1096
1096 54493
5102166 190
66754 1063
27050 259049
631664 243
39351 351636
10189 509452
112 15902
243 7234
140258 66772
38299 13986
29307 259049
2319152 259049
12554 13640
3783 81795
190 13986
139996 60709
140258 54540
351636 4612
351551 23132
11176 2235106
139996 1315
243 9770
190 42152
1315 139996
2552 2553
35255 456
1063 5102166
1096 1315
10189 1222
15371 58304
14714 4584
221158 30803
25308 25308
7327 8846
243 351636
1221 1221
841878 6169
8850 259049
1108365 54540
3324 3324
1913 1913
1096 18033
1096 1097
1886306 599734
22622 158058
12554 10189
3865 3865
35255 190
456 6491
5093627 4674
4491 219289
33581 1222
65011 161295
1096 217
415467 1223189
3783 9752
170540 13640
6576 1935
399966 1347
1097 59832
406881 24252
363438 2553
12554 13640
40773 3247
53446 25501
10561 1096
55708 2319152
282018 15902
277117 317938
246806 11706
1097 112
94475 1318
13986 13986
1250312 2536
1874 140258
511762 167208
1586651 213251
55027 365492
7234 690239
15688 7498
6003262 6003262
1910 2989
901 35599
123515 189838
22501 350568
2553 22146
21776 33991
140258 1222
1096 451867
1096 1096
171101 95357
26434170 212832
66361 4583
273561 10561
71882 352605
351551 251885
1913 5395
901 190
23928 2553
16097 60400
1252 110797
2552 150051
1063 4584
15228 6576
2553 246806
32 200883
259049 13054
799 2536
13640 160727
483322 377236
13711 419379
1313353 73
59832 110804
117107 4584
806742 246806
59832 60709
799 1318
7805 7805
190 8167
5435 351636
7548 533
10561 18407
252251 26844
10954630 24
201639 901
3783 901
259049 42279
126007 431
91843 504583
160888 183830
10015 10015
57768 112
1882112 183830
22146 366853
42088 55708
90538 456
94475 7502
4584 5102166
112 4583
3330 3741
91894 54540
94475 160727
497 400560
144171 85180
605199 174
3963014 21776
230928 120775
14683 14683
507 1063
350585 30491
1063 4584
55708 463701
901 29927
2553 959
2921 1315
350585 59832
59832 18033
59832 5363715
5805 24355
10459 249682
35255 9775
5448 1096
71882 21776
349737 42812
259049 1096
200541 13754
14634 71882
9245 419379
259049 111442
2553 259049
15185 690239
47 85180
193931 363809
86979 13986
123515 7338
36093 183830
1315 139996
2719 30491
1320 376175
28562 170540
19750 30491
4827 57768
38673 8167
29672 7076
48205 183830
6439 5093627
94475 160727
183284 217
12554 13640
1096 373934
183830 961204
12050 12050
2553 183830
18033 11534
353247 278
799 7234
1063 1063
42671 123515
1140 1140
1063 11
24921 2553
19110 174
7234 23376
94475 160727
1996 86048
69837 4491
9207 21469
194499 5481
280033 74933
7805 3783
483322 160741
1996 1996
183830 1096
2553 139996
4359 4584
97881 1580263
116151 561900
183830 9752
3783 2551
183830 13172
75221 303443
38299 2553
37131 112
170540 2719
612 612
156743 12554
72766 72766
2961392 10528
10189 6439
1096 59832
2012 183830
25277 3621
39850 183830
18407 1721422
259956 18033
237 79623
94475 160727
533 259049
23928 18033
2553 85278
1221 1221
42088 4583
190 246806
2965441 1153
248 22690
15371 775469
139996 1315
2806 1424841
79255 38320
349737 3247
30811 19467
19110 190
1996 3193
1580263 36093
518321 43738
259049 140258
33991 51575
5064 59832
14683 1096
7234 170137
901 15371
15371 30811
259049 10189
431 325428
112 30491
2553 1096
2553 561900
28548 365492
5805 507
2480 14714
1097 1096
1096 8167
259049 2552
183830 352605
12603 507
1315 4827
3783 4587
3783 115278
1063 2553
4584 4583
12554 1001
24515 15371
183830 217
108842 263903
46739 6341
8167 9972
112 183830
1096 2553
289223 816
157091 1097
2101181 373934
1320 14760731
75014 14713
351636 690239
775469 995273
2553 2553
94475 160727
9311108 248
305471 352605
139996 1315
89384 2553
59832 1096
38320 12554
22940 3783
2553 2553
3038570 19141
5499 33991
157091 11534
1063 4584
297545 259049
1781 373934
139996 139996
10165 219243
1097 190
3783 2553
468915 2553
150136 150136
4827 38673
112 532
1096 1096
136423 2618859
144171 85180
1097 1097
1221 170137
752 2546
3006 959
2553 4584
2553 31904
81779 268409
325428 174
103974 49592
2672 237
1167 23875
799 8850
704435 47919
961204 171101
47 1913
217 106010
3324 10459
1602789 5248790
1096 8167
171101 476292
8655 183830
23928 3783
453220 8167
2553 4583
174 5102166
45236 55708
1097 1097
6439 18407
1315 154435
36093 5375
1096 1096
7548 259049
6169 68505
3722648 1097
42671 60565
183830 961204
49487 85180
109865 38673
218992 174
246806 1313353
459444 2884771
160888 1927
181904 81527
1096 15916
18407 156922
124066 190
47 1096
34921 278
190 351398
175423 7940
16011 684194
59832 1140
151204 1667
35454 6112
1318 45193
27108 43481
183830 8215
124592 12048
8850 32980
2553 419379
91894 350568
12554 13640
24460644 323181
5805 5805
200883 109865
490975 1320
9519 532
16073 94475
29307 259049
183830 63897
268776 183830
2553 14713
190 583459
39535 431
11 11
171154 217
17053 775469
400560 42819
67886 116551
1096 139996
1221 170137
46410 18033
5375 4940
33581 532
76 3038570
7548 13986
112 30822
8167 5805
7940 27209
15371 23875
1063 2553
183830 63897
174554 920787
690239 160727
363809 363809
19068 115318
1096 2999890
217 1315
183830 170540
393052 183830
19750 19750
160888 3323
217 1096
217 1096
139684 555295
8634 91620
690239 160727
10367 26028
34921 109865
557543 1566959
287853 287853
183830 363809
57874 47
143010 5163
183830 5209
349747 2618859
11 59832
1063 130140
4583 62002
23685 4583
1096 4758
22964 221158
11 11
359907 29082
25376 25972
4584 183830
10861 1061607
7805 4584
59832 59832
237 217
21776 3963014
61498 112
60709 1096
31984 12554
133587 24810
1097 2553
9207 183830
351636 157091
177 15669
24266 76
799 690239
6439 94475
1252 13986
103974 49592
6440 12968
1096 106010
38320 21776
4359 183830
21776 61198
1347 147056
1318 1913
230928 352605
2553 1096
3247 75221
461222 520654
2553 2553
1063 1063
4584 268776
170137 1221
19141 552
18556 1923
55708 18033
17053 1874
3783 3783
1096 59832
111953 57768
26096 1221
48028 10459
2552 3737341
456 263903
19240 1084
16011 684194
32287 1927
1315 139996
217 190
183830 38320
959 24231
190 4612
12554 13640
2553 14927
1096 112
1096 183830
1913 512284
18033 243718
175454 176446
59832 1096
237 190
1315 60709
111616 6491
5087 5087
112 112
2553 5448
7805 2551
1320 1320
2553 2553
2553 1566959
120775 1096
18610 42671
93629 9245
1347 26434170
133273 116364
3324 3323
2553 21054
8167 8167
690239 21776
259049 59832
373934 67886
13986 7548
1063 15902
54493 1096
25277 263903
552 16010
2553 3914
188539 4584
2553 100505
52171 241545
532 47
253383 253383
27157 1082
1063 7386
349947 1063
1096 18033
901 3071
75 153496
94475 353303
41284 54540
22690 29191
268776 112
39535 431
2553 22940
150815 259049
37471 29515
20475 1320
393052 190
2553 90839
66772 5102166
5673 44054
1096 78988
217 174
75221 27733
521503 246806
97881 183830
259049 259049
18407 352605
140258 158058
25277 183830
217 1097
3635 55027
1221 1221
74866 2645789
353247 127295
656 9452
12554 140258
352691 15228
507 1955
160727 4674
183830 82970
91894 14274
961204 4584
33182 165255
4359 39002
150815 13986
5499 12554
259049 38673
183830 18407
85180 246806
291263 2861
217 17720
246806 251885
5805 13280
47 30390
41678 183830
2552 259049
213060 140258
190 1996
351636 1221
349947 18407
4146 4359
237 183284
483322 2553
2633 85180
1063 5102166
62025 928923
183830 38890
140258 533
4014 1564084
5230 18138
19815 2553
1096 1097
355259 355259
140258 2607476
806742 1798835
30491 5087
1096 351636
455941 66772
799 3323
490975 4583
183830 5499
451575 85180
174 246806
961204 190
2553 1063
33991 4758
89219 53217
31904 14713
16097 1063
323181 124066
1315 1315
164471 164471
42771 8850
259956 175454
160888 498326
365492 1082
5499 1320
238521 10673
19068 12114
373180 68488
183284 161458
194499 2553
103974 3441976
5087 38673
259049 73603
565157 656
323181 91894
1221 1221
26034 160727
2607476 2884771
174 140258
18033 1096
1061607 28230
246806 171101
63897 10367
140258 30644
1221 41284
10189 42088
140258 183830
4940 34434
2553 1927
525014 190
8227187 8227187
106010 1096
35599 2546
183830 146917
1063 11
3192 5518
34921 213251
1874 30811
158626 10459
1320 5499
30811 5395
73580 20101
259049 1596338
667144 176304
7561 95844
201639 176360
961204 174
76550 16530
2553 269500
18033 1096
60131 2553
10861 165255
96501 351398
91894 133273
35454 1082
139996 353247
21776 10534
43182 62945
2553 353847
690239 94475
1096 1096
334290 9311108
11534 565157
21776 190
4584 14714
113129 552
7548 42279
36093 7548
38673 5140
5805 377236
325263 6778
200883 21776
103974 441518
174 7548
94677 65693
13908 21859
15905 181904
41284 1222
55708 362708
21776 9622
19141 183830
109865 57768
5448 2552
2989 19141
183830 18033
29082 57768
2553 7234
1096 18033
18407 82445
3783 231504
2553 230928
11973 90832
1874 8986
502204 190
454839 454839
243718 397787
2776 351636
4559 7805
54540 91894
961204 18407
91843 20291
42087 42088
13986 7548
20582 2607476
799 112
42812 2101181
43481 2920913
13986 2637235
150815 78306
21396 71882
283991 43738
233 303891
6373 497
533 532
7234 12554
9033 122928
363438 5435
183830 42671
25277 47739
1370 259049
456 263903
158058 109865
59832 1096
1318 5093627
4583 62002
56913 174
17084 54540
127160 937894
2102398 1315
7234 1221
12554 13640
3741 1913
20291 3865
208171 782
1082 38299
533 7548
150815 259049
2553 14713
140258 18033
217 2642
1096 106010
4584 4583
85180 109981
2552 1370
431 33150
4674 30811
59832 106010
1096 217
1097 4612
19528 961204
4609 13932
208171 47
1096 18033
28684 355259
258856 1913
160727 51552
11534 217
13640 9972
190 15185
961204 171101
89219 53217
552 47
259049 373934
7892 3611
2553 2553
33150 183830
14491 326292
111779 15388299
1056 18610
1096 217
1315 139996
59832 183830
799 7234
1096 190
140258 350076
212728 19068
59898 76337
4674 325785
217 223429
152859 400560
91620 183830
5375 4940
10459 603299
1315 2607672
259049 2776498
5448 35363
183830 183830
24515 1256
217 3722648
139996 1315
183830 363809
33991 190
190 71882
1063 11
8167 42671
94305 9252
12554 13640
400560 140258
1063 120775
6439 16073
5584 5212
5102166 1063
42771 15371
22622 5140
30745 2546
1096 1313353
139996 183830
73441 128555
23800 15921
9702 214925
10218 77260
409487 14415
1910 160727
26519 33991
1315 139996
54759 5673
112 3324
183830 2481
352605 243028
171101 277117
157091 160888
44 237
78306 23376
353247 4491
4359 170540
83247 55708
96542 26106
371135 160741
1315 139996
18033 183830
442882 183830
229445 20582
13640 33581
1781 18138
1140 160888
140258 362075
8850 170137
2553 497
5499 12554
13986 259049
5499 12554
69510 93629
190 2553
30803 259049
4583 9621
35142 87319
2776498 110797
2481 246806
1063 5102166
2552 453220
243 2989
183830 442882
42671 33149
259956 1913
1743263 7306
21520 1459
183830 24231
1097 81779
55708 160741
48206 19068
21776 170540
1096 183830
1096 18033
419379 160727
351398 29659
1063 18033
259049 71882
2553 2553
2607476 1895
2553 32590
15902 183830
4674 6439
71882 76
4320 529166
10367 420027
21827 5140
140258 690239
237 71882
1096 1097
18033 1096
4674 2618859
183830 38320
4692 16097
3753 901
1096 4612
140258 94475
844786 17720
190 4491
59832 351636
190 9207
1910 40701
4215 1096
164471 895515
1347 97881
17053 63897
217 2553
10189 6439
29191 22690
663011 4827
37175 25184
2806 5395
482646 1097
2553 1063
183830 352605
1100996 11534
25277 109865
62039 60650
37808 4359
11 22173
8 117107
17720 334240
507 4583
15903 84734
183830 1315
19141 5093627
14927 17720
59832 1096
371135 10459
1913 55708
2553 4583
157091 3126556
18086 371135
599789 78306
2553 183284
2553 901
7234 1221
61198 1061607
5102166 21575
63897 183830
359907 123515
4491 9702
1315 139996
32590 32590
148920 145043
9702 12554
1320 408411
13034 127160
32590 2553
1097 959
9752 61163
278 5912
33150 612
6347 551
183830 363809
217 2553
217 183830
94475 160727
59832 183830
1347 690239
7805 70072
363809 183830
8227187 139996
14714 35079
1913 183830
43481 140258
33581 109865
79620 2553
10189 6439
217 7076
1221 30822
246806 183830
4584 1927
278 109865
10878475 10878475
213251 35275
961204 190
4827 5093627
365492 279716
385 246806
33182 55708
190 2553
217 1096
88876 26034
3193 21776
123515 34921
25501 21859
164471 164471
1409 32590
2480 14724
1096 1315
1221 17053
80279 94416
35664 60289
71882 1096
13280 49592
56972 17720
217 59832
64814 2607476
61198 367546
7548 2552
4674 2553
32287 21776
4955 2311
2551 7805
2553 230928
18033 6576
73875 84174
2553 18407
1120 217
376175 33991
1096 18033
15371 23875
1096 15185
1096 1689641
1347 3783
10189 6439
47 2806
233109 18407
1096 183284
2065 179789
901 26106
10459 8190
109865 4508
775469 1424841
571956 37175
29082 112
19528 237
690239 1913
351636 16707
4045 22224
901 901
32590 1063
385 108865
2553 14927
183830 18033
183830 75014
278 400579
17720 353247
61429 2553
57768 603299
190 1096
890679 67886
8167 4612
3526 6341
4758 4491
5375 4940
221158 5448
21054 79387
139996 139996
259049 221158
2989 190
19110 183830
183830 183830
25277 30702
3038570 122854
1370 259049
9311108 6991419
243 7234
72226 140258
11534 4612
112 2346
4758 684
4674 102026
10459 50601
2553 89219
355259 2553
39535 961204
59832 217
635 278
237 183284
6262898 33
4561 2553
352605 183830
6340 19170
16010 16010
1927 2552
13621 13243951
3038570 409501
2552 2553
3835 17917
11376900 3914
1096 1097
21776 6340
3783 111779
9452 9452
1096 171101
1097 4612
170540 183830
443768 371135
230928 33150
91894 2553
13986 7548
1874 30811
19068 2480
3783 4584
94385 86048
352503 26106
90198 4014
29832 9018
73976 366853
209945 4674
94475 349747
1913 183830
1320 25972
7805 7548
15185 1096
2553 106010
243 2553
10218 55708
690239 1910
85180 76
532 183830
1787 12748
1580263 170540
4827 285323
4478 7526
599789 78306
14713 4561
15980 4674
30803 259049
1063 204336
459444 4014
400560 140258
1996 86048
59832 11534
323181 377403
11534 1096
353247 160743
1712 2961
212832 2711038
5102166 13640
259049 13034
183830 2481
38320 9621
81779 37431
165999 151928
3722648 217
2319152 136423
32980 1140
54223 599789
43481 33991
93703 26519
5982 353247
50523 14724
9519 14392
49487 351398
97881 170540
1315 139996
66920 217
13986 259049
183830 507
42088 89219
13986 7548
2776 2776
183830 142765
4862 13754
507 67886
246806 174
25277 4583
2607476 75684
352605 246806
259049 1096
24231 183830
1140 97182
690239 81067
421622 421622
349737 1221
183830 170540
59832 171154
183830 351
71882 507
80429 1700
1927 116972
18033 139996
1580263 3865
62039 194499
1096 106010
352605 4583
15669 353247
799 12554
17053 3783
170137 1221
2553 42088
31091 9452
9815 160888
91894 58369
57768 684194
23800 37515
224600 376175
54347 500183
246806 48206
507 183830
894028 97908
1096 190
4032 2989
297545 217024
1096 183830
12554 13640
1097 500183
54540 208171
21776 1927
829760 58108
6003262 6003262
14415 10459
5064 3722648
34921 12554
237 59832
66772 453220
7234 170137
1096 18033
315370 183830
3333 2553
59832 106010
1221 29082
88282 20475
456 263903
91894 512284
2618859 5087
140258 161458
1096 18033
259049 19141
8627 490975
75052 183830
57886 170137
62025 690239
24922 38299
120775 59832
392064 303443
160888 5102166
33991 502204
29082 8850
1096 59832
217 1096
507 5102166
7234 59476
47 459444
1221 170137
29082 36082
599789 19750
25277 38673
55708 140258
183830 371135
59832 190
1063 112
63897 5435
1927 183830
80068 237493
794312 37131
30811 30811
